0	0.092105263	0.057894737
54	0.097368421	0.036842105
108	0.113157895	0.039473684
162	0.065789474	0.031578947
216	0.107894737	0.042105263
270	0.081578947	0.028947368
324	0.052631579	0.031578947
378	0.055263158	0.031578947
432	0.036842105	0.028947368
486	0.026315789	0.015789474
540	0.007894737	0.002631579
594	0.002631579	0
648	0.002631579	0
702	0.005263158	0.002631579
756	0.002631579	0.002631579
810	0.026315789	0.010526316
864	0.068421053	0.015789474
918	0.084210526	0.031578947
972	0.068421053	0.047368421
1026	0.071052632	0.05
1080	0.097368421	0.034210526
1134	0.089473684	0.031578947
1188	0.1	0.039473684
1242	0.1	0.026315789
