0	0.060526316	0.063157895
1	0.060331384	0.062670566
2	0.060136452	0.062183236
3	0.059941521	0.061695907
4	0.059746589	0.061208577
5	0.059551657	0.060721248
6	0.059356725	0.060233918
7	0.059161794	0.059746589
8	0.058966862	0.059259259
9	0.05877193	0.05877193
10	0.058576998	0.058284601
11	0.058382066	0.057797271
12	0.058187135	0.057309942
13	0.057992203	0.056822612
14	0.057797271	0.056335283
15	0.057602339	0.055847953
16	0.057407408	0.055360624
17	0.057212476	0.054873294
18	0.057017544	0.054385965
19	0.056822612	0.053898636
20	0.05662768	0.053411306
21	0.056432749	0.052923977
22	0.056237817	0.052436647
23	0.056042885	0.051949318
24	0.055847953	0.051461988
25	0.055653022	0.050974659
26	0.05545809	0.050487329
27	0.055263158	0.05
28	0.055068226	0.049512671
29	0.054873294	0.049025341
30	0.054678363	0.048538012
31	0.054483431	0.048050682
32	0.054288499	0.047563353
33	0.054093567	0.047076023
34	0.053898636	0.046588694
35	0.053703704	0.046101364
36	0.053508772	0.045614035
37	0.05331384	0.045126706
38	0.053118908	0.044639376
39	0.052923977	0.044152047
40	0.052729045	0.043664717
41	0.052534113	0.043177388
42	0.052339181	0.042690058
43	0.05214425	0.042202729
44	0.051949318	0.041715399
45	0.051754386	0.04122807
46	0.051559454	0.040740741
47	0.051364522	0.040253411
48	0.051169591	0.039766082
49	0.050974659	0.039278752
50	0.050779727	0.038791423
51	0.050584795	0.038304093
52	0.050389864	0.037816764
53	0.050194932	0.037329434
54	0.05	0.036842105
55	0.049805068	0.037183236
56	0.049610136	0.037524366
57	0.049415205	0.037865497
58	0.049220273	0.038206627
59	0.049025341	0.038547758
60	0.048830409	0.038888889
61	0.048635478	0.039230019
62	0.048440546	0.03957115
63	0.048245614	0.039912281
64	0.048050682	0.040253411
65	0.04785575	0.040594542
66	0.047660819	0.040935672
67	0.047465887	0.041276803
68	0.047270955	0.041617934
69	0.047076023	0.041959064
70	0.046881092	0.042300195
71	0.04668616	0.042641325
72	0.046491228	0.042982456
73	0.046296296	0.043323587
74	0.046101364	0.043664717
75	0.045906433	0.044005848
76	0.045711501	0.044346978
77	0.045516569	0.044688109
78	0.045321637	0.04502924
79	0.045126706	0.04537037
80	0.044931774	0.045711501
81	0.044736842	0.046052632
82	0.04454191	0.046393762
83	0.044346978	0.046734893
84	0.044152047	0.047076023
85	0.043957115	0.047417154
86	0.043762183	0.047758285
87	0.043567251	0.048099415
88	0.04337232	0.048440546
89	0.043177388	0.048781676
90	0.042982456	0.049122807
91	0.042787524	0.049463938
92	0.042592592	0.049805068
93	0.042397661	0.050146199
94	0.042202729	0.050487329
95	0.042007797	0.05082846
96	0.041812865	0.051169591
97	0.041617934	0.051510721
98	0.041423002	0.051851852
99	0.04122807	0.052192983
100	0.041033138	0.052534113
101	0.040838206	0.052875244
102	0.040643275	0.053216374
103	0.040448343	0.053557505
104	0.040253411	0.053898636
105	0.040058479	0.054239766
106	0.039863548	0.054580897
107	0.039668616	0.054922027
108	0.039473684	0.055263158
109	0.040058479	0.054873294
110	0.040643275	0.054483431
111	0.04122807	0.054093567
112	0.041812865	0.053703704
