0	0.131578947	0.052631579
54	0.110526316	0.036842105
108	0.086842105	0.057894737
162	0.105263158	0.034210526
216	0.097368421	0.057894737
270	0.060526316	0.042105263
324	0.055263158	0.028947368
378	0.05	0.039473684
432	0.055263158	0.034210526
486	0.05	0.028947368
540	0.021052632	0.007894737
594	0.015789474	0.005263158
648	0.007894737	0.005263158
702	0.015789474	0.005263158
756	0.021052632	0.010526316
810	0.039473684	0.026315789
864	0.076315789	0.034210526
918	0.076315789	0.023684211
972	0.092105263	0.031578947
1026	0.1	0.034210526
1080	0.110526316	0.031578947
1134	0.115789474	0.036842105
1188	0.110526316	0.042105263
1242	0.139473684	0.044736842
